Date;Description;Compte;Montant;Catégorie;Sous-Catégorie;Note;Pointée
"12/03/2023";"CB Bouillonle* Bouillon P";"Carte Visa Ultim - Mr Paul Bourhis";"-18.04";"Loisirs & Sorties";"Sortie au restaurant";"";"Non"
"11/03/2023";"CB Sumup *hadj Ahmed";"Carte Visa Ultim - Mr Paul Bourhis";"-17.3";"Divers";"A catégoriser";"";"Non"
"11/03/2023";"CB Taverne De Zhao";"Carte Visa Ultim - Mr Paul Bourhis";"-45.1";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"11/03/2023";"CB Intermarche";"Carte Visa Ultim - Mr Paul Bourhis";"-9.83";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"10/03/2023";"CB Italia Bella";"Carte Visa Ultim - Mr Paul Bourhis";"-32.93";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"10/03/2023";"CB Intermarche";"Carte Visa Ultim - Mr Paul Bourhis";"-10.6";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"09/03/2023";"CB Sc Corcorans";"Carte Visa Ultim - Mr Paul Bourhis";"-8.5";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"09/03/2023";"CB Sc Corcorans";"Carte Visa Ultim - Mr Paul Bourhis";"-6.6";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"07/03/2023";"CB Intermarche";"Carte Visa Ultim - Mr Paul Bourhis";"-6.44";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"06/03/2023";"CB Ticketmaster";"Carte Visa Ultim - Mr Paul Bourhis";"-71.45";"Loisirs & Sorties";"Divertissements";"";"Non"
"06/03/2023";"CB Lusso";"Carte Visa Ultim - Mr Paul Bourhis";"-3.58";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"05/03/2023";"CB Intermarche";"Carte Visa Ultim - Mr Paul Bourhis";"-13.85";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"04/03/2023";"CB E.leclerc";"Carte Visa Ultim - Mr Paul Bourhis";"-14.62";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"04/03/2023";"CB Deliveroo";"Carte Visa Ultim - Mr Paul Bourhis";"-16.66";"Alimentation & Restau.";"Fast foods";"";"Non"
"03/03/2023";"CB Sc Bierescultes";"Carte Visa Ultim - Mr Paul Bourhis";"-8.5";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"03/03/2023";"CB Sc Bierescultes";"Carte Visa Ultim - Mr Paul Bourhis";"-17.3";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"03/03/2023";"CB Hall Beer Brewer";"Carte Visa Ultim - Mr Paul Bourhis";"-14.4";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"02/03/2023";"Avoir Lw Sncf Connect";"Carte Visa Ultim - Mr Paul Bourhis";"28.0";"Entrées d'argent";"Remboursements";"";"Non"
"02/03/2023";"CB Picard Sa";"Carte Visa Ultim - Mr Paul Bourhis";"-3.6";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"02/03/2023";"CB Lw Sncf Connect";"Carte Visa Ultim - Mr Paul Bourhis";"-26.0";"Auto & Transports";"Billets de train";"";"Non"
"02/03/2023";"CB Lusso";"Carte Visa Ultim - Mr Paul Bourhis";"-8.76";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
